Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output
"73079","CVE-2014-2532","7.5","High","192.168.1.24","tcp","22","OpenSSH < 6.6 Multiple Vulnerabilities","The SSH server on the remote host is affected by multiple
vulnerabilities.","According to its banner, the version of OpenSSH running on the remote
host is prior to 6.6. It is, therefore, affected by the following
vulnerabilities :

  - A flaw exists due to a failure to initialize certain
    data structures when makefile.inc is modified to enable
    the J-PAKE protocol. An unauthenticated, remote attacker
    can exploit this to corrupt memory, resulting in a
    denial of service condition and potentially the
    execution of arbitrary code. (CVE-2014-1692)

  - An error exists related to the 'AcceptEnv' configuration
    setting in sshd_config due to improper processing of
    wildcard characters. An unauthenticated, remote attacker
    can exploit this, via a specially crafted request, to
    bypass intended environment restrictions.
    (CVE-2014-2532)

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to OpenSSH version 6.6 or later.","http://www.openssh.com/txt/release-6.6
https://lists.gt.net/openssh/dev/57663#57663","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 6.6
"
"84638","CVE-2015-5352","8.5","High","192.168.1.24","tcp","22","OpenSSH < 6.9 Multiple Vulnerabilities","The SSH server running on the remote host is affected by multiple
vulnerabilities.","According to its banner, the version of OpenSSH running on the remote
host is prior to 6.9. It is, therefore, affected by the following
vulnerabilities :

  - A flaw exists within the x11_open_helper() function in
    the 'channels.c' file that allows connections to be
    permitted after 'ForwardX11Timeout' has expired. A
    remote attacker can exploit this to bypass timeout
    checks and XSECURITY restrictions. (CVE-2015-5352)

  - Various issues were addressed by fixing the weakness in
    agent locking by increasing the failure delay, storing
    the salted hash of the password, and using a timing-safe
    comparison function.

  - An out-of-bounds read error exists when handling
    incorrect pattern lengths. A remote attacker can exploit
    this to cause a denial of service or disclose sensitive
    information in the memory.

  - An out-of-bounds read error exists when parsing the
    'EscapeChar' configuration option.","Upgrade to OpenSSH 6.9 or later.","http://www.openssh.com/txt/release-6.9
http://www.nessus.org/u?725c4682","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 6.9
"
"85382","CVE-2015-5600","8.5","Medium","192.168.1.24","tcp","22","OpenSSH < 7.0 Multiple Vulnerabilities","The SSH server running on the remote host is affected by multiple
vulnerabilities.","According to its banner, the version of OpenSSH running on the remote
host is prior to 7.0. It is, therefore, affected by the following
vulnerabilities :

  - A security bypass vulnerability exists in the
    kbdint_next_device() function in file auth2-chall.c that
    allows the circumvention of MaxAuthTries during
    keyboard-interactive authentication. A remote attacker
    can exploit this issue to force the same authentication
    method to be tried thousands of times in a single pass
    by using a crafted keyboard-interactive 'devices'
    string, thus allowing a brute-force attack or causing a
    denial of service. (CVE-2015-5600)

  - A security bypass vulnerability exists in sshd due to
    improper handling of username data in
    MONITOR_REQ_PAM_INIT_CTX requests. A local attacker can
    exploit this, by sending a MONITOR_REQ_PWNAM request, to
    conduct an impersonation attack. Note that this issue
    only affects Portable OpenSSH. (CVE-2015-6563)

  - A privilege escalation vulnerability exists due to a
    use-after-free error in sshd that is triggered when
    handling a MONITOR_REQ_PAM_FREE_CTX request. A local
    attacker can exploit this to gain elevated privileges.
    Note that this issue only affects Portable OpenSSH.
    (CVE-2015-6564)

  - A local command execution vulnerability exists in sshd
    due to setting insecure world-writable permissions for
    TTYs. A local attacker can exploit this, by injecting
    crafted terminal escape sequences, to execute commands
    for logged-in users. (CVE-2015-6565)","Upgrade to OpenSSH 7.0 or later.","http://www.openssh.com/txt/release-7.0","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 7.0
"
"85382","CVE-2015-6563","8.5","Medium","192.168.1.24","tcp","22","OpenSSH < 7.0 Multiple Vulnerabilities","The SSH server running on the remote host is affected by multiple
vulnerabilities.","According to its banner, the version of OpenSSH running on the remote
host is prior to 7.0. It is, therefore, affected by the following
vulnerabilities :

  - A security bypass vulnerability exists in the
    kbdint_next_device() function in file auth2-chall.c that
    allows the circumvention of MaxAuthTries during
    keyboard-interactive authentication. A remote attacker
    can exploit this issue to force the same authentication
    method to be tried thousands of times in a single pass
    by using a crafted keyboard-interactive 'devices'
    string, thus allowing a brute-force attack or causing a
    denial of service. (CVE-2015-5600)

  - A security bypass vulnerability exists in sshd due to
    improper handling of username data in
    MONITOR_REQ_PAM_INIT_CTX requests. A local attacker can
    exploit this, by sending a MONITOR_REQ_PWNAM request, to
    conduct an impersonation attack. Note that this issue
    only affects Portable OpenSSH. (CVE-2015-6563)

  - A privilege escalation vulnerability exists due to a
    use-after-free error in sshd that is triggered when
    handling a MONITOR_REQ_PAM_FREE_CTX request. A local
    attacker can exploit this to gain elevated privileges.
    Note that this issue only affects Portable OpenSSH.
    (CVE-2015-6564)

  - A local command execution vulnerability exists in sshd
    due to setting insecure world-writable permissions for
    TTYs. A local attacker can exploit this, by injecting
    crafted terminal escape sequences, to execute commands
    for logged-in users. (CVE-2015-6565)","Upgrade to OpenSSH 7.0 or later.","http://www.openssh.com/txt/release-7.0","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 7.0
"
"85382","CVE-2015-6564","8.5","Medium","192.168.1.24","tcp","22","OpenSSH < 7.0 Multiple Vulnerabilities","The SSH server running on the remote host is affected by multiple
vulnerabilities.","According to its banner, the version of OpenSSH running on the remote
host is prior to 7.0. It is, therefore, affected by the following
vulnerabilities :

  - A security bypass vulnerability exists in the
    kbdint_next_device() function in file auth2-chall.c that
    allows the circumvention of MaxAuthTries during
    keyboard-interactive authentication. A remote attacker
    can exploit this issue to force the same authentication
    method to be tried thousands of times in a single pass
    by using a crafted keyboard-interactive 'devices'
    string, thus allowing a brute-force attack or causing a
    denial of service. (CVE-2015-5600)

  - A security bypass vulnerability exists in sshd due to
    improper handling of username data in
    MONITOR_REQ_PAM_INIT_CTX requests. A local attacker can
    exploit this, by sending a MONITOR_REQ_PWNAM request, to
    conduct an impersonation attack. Note that this issue
    only affects Portable OpenSSH. (CVE-2015-6563)

  - A privilege escalation vulnerability exists due to a
    use-after-free error in sshd that is triggered when
    handling a MONITOR_REQ_PAM_FREE_CTX request. A local
    attacker can exploit this to gain elevated privileges.
    Note that this issue only affects Portable OpenSSH.
    (CVE-2015-6564)

  - A local command execution vulnerability exists in sshd
    due to setting insecure world-writable permissions for
    TTYs. A local attacker can exploit this, by injecting
    crafted terminal escape sequences, to execute commands
    for logged-in users. (CVE-2015-6565)","Upgrade to OpenSSH 7.0 or later.","http://www.openssh.com/txt/release-7.0","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 7.0
"
"85382","CVE-2015-6565","8.5","Medium","192.168.1.24","tcp","22","OpenSSH < 7.0 Multiple Vulnerabilities","The SSH server running on the remote host is affected by multiple
vulnerabilities.","According to its banner, the version of OpenSSH running on the remote
host is prior to 7.0. It is, therefore, affected by the following
vulnerabilities :

  - A security bypass vulnerability exists in the
    kbdint_next_device() function in file auth2-chall.c that
    allows the circumvention of MaxAuthTries during
    keyboard-interactive authentication. A remote attacker
    can exploit this issue to force the same authentication
    method to be tried thousands of times in a single pass
    by using a crafted keyboard-interactive 'devices'
    string, thus allowing a brute-force attack or causing a
    denial of service. (CVE-2015-5600)

  - A security bypass vulnerability exists in sshd due to
    improper handling of username data in
    MONITOR_REQ_PAM_INIT_CTX requests. A local attacker can
    exploit this, by sending a MONITOR_REQ_PWNAM request, to
    conduct an impersonation attack. Note that this issue
    only affects Portable OpenSSH. (CVE-2015-6563)

  - A privilege escalation vulnerability exists due to a
    use-after-free error in sshd that is triggered when
    handling a MONITOR_REQ_PAM_FREE_CTX request. A local
    attacker can exploit this to gain elevated privileges.
    Note that this issue only affects Portable OpenSSH.
    (CVE-2015-6564)

  - A local command execution vulnerability exists in sshd
    due to setting insecure world-writable permissions for
    TTYs. A local attacker can exploit this, by injecting
    crafted terminal escape sequences, to execute commands
    for logged-in users. (CVE-2015-6565)","Upgrade to OpenSSH 7.0 or later.","http://www.openssh.com/txt/release-7.0","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 7.0
"
"86420","","","None","192.168.1.24","tcp","0","Ethernet MAC Addresses","This plugin gathers MAC addresses from various sources and
consolidates them into a list.","This plugin gathers MAC addresses discovered from both remote probing
of the host (e.g. SNMP and Netbios) and from running local checks
(e.g. ifconfig). It then consolidates the MAC addresses into a single,
unique, and uniform list.","n/a","","The following is a consolidated list of detected MAC addresses:
  - F8:3D:C6:6A:97:AA
"
"88098","CVE-2003-1418","4.3","Medium","192.168.1.24","tcp","80","Apache Server ETag Header Information Disclosure","The remote web server is affected by an information disclosure
vulnerability.","The remote web server is affected by an information disclosure
vulnerability due to the ETag header providing sensitive information
that could aid an attacker, such as the inode number of requested
files.","Modify the HTTP ETag header of the web server to not include file
inodes in the ETag header calculation. Refer to the linked Apache
documentation for more information.","http://httpd.apache.org/docs/2.2/mod/core.html#FileETag","
Nessus was able to determine that the Apache Server listening on
port 80 leaks the servers inode numbers in the ETag HTTP
Header field : 

  Source                 : ETag: ""8805-b4a-3b96e9ae""
  Inode number           : 34821
  File size              : 2890 bytes
  File modification time : Sep.  6, 2001 at 03:12:46 GMT
"
"90022","CVE-2016-1908","7.5","Critical","192.168.1.24","tcp","22","OpenSSH < 7.2 Untrusted X11 Forwarding Fallback Security Bypass","The SSH server running on the remote host is affected by a security
bypass vulnerability.","According to its banner, the version of OpenSSH running on the remote
host is prior to 7.2. It is, therefore, affected by a security bypass
vulnerability due to a flaw in ssh(1) that is triggered when it falls
back from untrusted X11 forwarding to trusted forwarding when the
SECURITY extension is disabled by the X server. This can result in
untrusted X11 connections that can be exploited by a remote attacker.","Upgrade to OpenSSH version 7.2 or later.","http://www.openssh.com/txt/release-7.2","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 7.2
"
"90023","CVE-2016-3115","5.5","Medium","192.168.1.24","tcp","22","OpenSSH < 7.2p2 X11Forwarding xauth Command Injection","The SSH server running on the remote host is affected by a security
bypass vulnerability.","According to its banner, the version of OpenSSH running on the remote
host is prior to 7.2p2. It is, therefore, affected by a security
bypass vulnerability due to improper sanitization of X11
authentication credentials. An authenticated, remote attacker can
exploit this, via crafted credentials, to inject arbitrary xauth
commands, resulting in gaining read and write access to arbitrary
files, connecting to local ports, or performing further attacks on
xauth itself. Note that exploiting this vulnerability requires
X11Forwarding to have been enabled.","Upgrade to OpenSSH version 7.2p2 / 7.3 or later.","http://www.openssh.com/txt/release-7.2p2
http://www.openssh.com/txt/x11fwd.adv","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 7.2p2 / 7.3
"
"90317","","4.3","Medium","192.168.1.24","tcp","22","SSH Weak Algorithms Supported","The remote SSH server is configured to allow weak encryption
algorithms or no algorithm at all.","Nessus has detected that the remote SSH server is configured to use
the Arcfour stream cipher or no cipher at all. RFC 4253 advises
against using Arcfour due to an issue with weak keys.","Contact the vendor or consult product documentation to remove the weak
ciphers.","https://tools.ietf.org/html/rfc4253#section-6.3","
The following weak server-to-client encryption algorithms are supported : 

  arcfour

The following weak client-to-server encryption algorithms are supported : 

  arcfour
"
"93194","CVE-2015-8325","7.2","High","192.168.1.24","tcp","22","OpenSSH < 7.3 Multiple Vulnerabilities","The SSH server running on the remote host is affected by multiple
vulnerabilities.","According to its banner, the version of OpenSSH running on the remote
host is prior to 7.3. It is, therefore, affected by multiple
vulnerabilities :

  - A local privilege escalation when the UseLogin feature
    is enabled and PAM is configured to read .pam_environment
    files from home directories. (CVE-2015-8325)

  - A flaw exists that is due to the program returning
    shorter response times for authentication requests with
    overly long passwords for invalid users than for valid
    users. This may allow a remote attacker to conduct a
    timing attack and enumerate valid usernames.
    (CVE-2016-6210)

  - A denial of service vulnerability exists in the
    auth_password() function in auth-passwd.c due to a
    failure to limit password lengths for password
    authentication. An unauthenticated, remote attacker can
    exploit this, via a long string, to consume excessive
    CPU resources, resulting in a denial of service
    condition. (CVE-2016-6515)

  - An unspecified flaw exists in the CBC padding oracle
    countermeasures that allows an unauthenticated, remote
    attacker to conduct a timing attack.

  - A flaw exists due to improper operation ordering of MAC
    verification for Encrypt-then-MAC (EtM) mode transport
    MAC algorithms when verifying the MAC before decrypting
    any ciphertext. An unauthenticated, remote attacker can
    exploit this, via a timing attack, to disclose sensitive
    information.

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to OpenSSH version 7.3 or later.","http://www.openssh.com/txt/release-7.3
https://marc.info/?l=openbsd-announce&m=147005433429403","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 7.3
"
"93194","CVE-2016-6210","7.2","High","192.168.1.24","tcp","22","OpenSSH < 7.3 Multiple Vulnerabilities","The SSH server running on the remote host is affected by multiple
vulnerabilities.","According to its banner, the version of OpenSSH running on the remote
host is prior to 7.3. It is, therefore, affected by multiple
vulnerabilities :

  - A local privilege escalation when the UseLogin feature
    is enabled and PAM is configured to read .pam_environment
    files from home directories. (CVE-2015-8325)

  - A flaw exists that is due to the program returning
    shorter response times for authentication requests with
    overly long passwords for invalid users than for valid
    users. This may allow a remote attacker to conduct a
    timing attack and enumerate valid usernames.
    (CVE-2016-6210)

  - A denial of service vulnerability exists in the
    auth_password() function in auth-passwd.c due to a
    failure to limit password lengths for password
    authentication. An unauthenticated, remote attacker can
    exploit this, via a long string, to consume excessive
    CPU resources, resulting in a denial of service
    condition. (CVE-2016-6515)

  - An unspecified flaw exists in the CBC padding oracle
    countermeasures that allows an unauthenticated, remote
    attacker to conduct a timing attack.

  - A flaw exists due to improper operation ordering of MAC
    verification for Encrypt-then-MAC (EtM) mode transport
    MAC algorithms when verifying the MAC before decrypting
    any ciphertext. An unauthenticated, remote attacker can
    exploit this, via a timing attack, to disclose sensitive
    information.

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to OpenSSH version 7.3 or later.","http://www.openssh.com/txt/release-7.3
https://marc.info/?l=openbsd-announce&m=147005433429403","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 7.3
"
"93194","CVE-2016-6515","7.2","High","192.168.1.24","tcp","22","OpenSSH < 7.3 Multiple Vulnerabilities","The SSH server running on the remote host is affected by multiple
vulnerabilities.","According to its banner, the version of OpenSSH running on the remote
host is prior to 7.3. It is, therefore, affected by multiple
vulnerabilities :

  - A local privilege escalation when the UseLogin feature
    is enabled and PAM is configured to read .pam_environment
    files from home directories. (CVE-2015-8325)

  - A flaw exists that is due to the program returning
    shorter response times for authentication requests with
    overly long passwords for invalid users than for valid
    users. This may allow a remote attacker to conduct a
    timing attack and enumerate valid usernames.
    (CVE-2016-6210)

  - A denial of service vulnerability exists in the
    auth_password() function in auth-passwd.c due to a
    failure to limit password lengths for password
    authentication. An unauthenticated, remote attacker can
    exploit this, via a long string, to consume excessive
    CPU resources, resulting in a denial of service
    condition. (CVE-2016-6515)

  - An unspecified flaw exists in the CBC padding oracle
    countermeasures that allows an unauthenticated, remote
    attacker to conduct a timing attack.

  - A flaw exists due to improper operation ordering of MAC
    verification for Encrypt-then-MAC (EtM) mode transport
    MAC algorithms when verifying the MAC before decrypting
    any ciphertext. An unauthenticated, remote attacker can
    exploit this, via a timing attack, to disclose sensitive
    information.

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to OpenSSH version 7.3 or later.","http://www.openssh.com/txt/release-7.3
https://marc.info/?l=openbsd-announce&m=147005433429403","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 7.3
"
"96151","CVE-2016-10009","7.5","High","192.168.1.24","tcp","22","OpenSSH < 7.4 Multiple Vulnerabilities","The SSH server running on the remote host is affected by multiple
vulnerabilities.","According to its banner, the version of OpenSSH running on the remote
host is prior to 7.4. It is, therefore, affected by multiple
vulnerabilities :

  - A flaw exists in ssh-agent due to loading PKCS#11
    modules from paths that are outside a trusted whitelist.
    A local attacker can exploit this, by using a crafted
    request to load hostile modules via agent forwarding, to
    execute arbitrary code. To exploit this vulnerability,
    the attacker would need to control the forwarded
    agent-socket (on the host running the sshd server) and
    the ability to write to the file system of the host
    running ssh-agent. (CVE-2016-10009)

  - A flaw exists in sshd due to creating forwarded
    Unix-domain sockets with 'root' privileges whenever
    privilege separation is disabled. A local attacker can
    exploit this to gain elevated privileges.
    (CVE-2016-10010)

  - An information disclosure vulnerability exists in sshd
    within the realloc() function due leakage of key
    material to privilege-separated child processes when
    reading keys. A local attacker can possibly exploit this
    to disclose sensitive key material. Note that no such
    leak has been observed in practice for normal-sized
    keys, nor does a leak to the child processes directly
    expose key material to unprivileged users.
    (CVE-2016-10011)

  - A flaw exists in sshd within the shared memory manager
    used by pre-authenticating compression support due to a
    bounds check being elided by some optimizing compilers
    and due to the memory manager being incorrectly
    accessible when pre-authenticating compression is
    disabled. A local attacker can exploit this to gain
    elevated privileges. (CVE-2016-10012)

  - A denial of service vulnerability exists in sshd when
    handling KEXINIT messages. An unauthenticated, remote
    attacker can exploit this, by sending multiple KEXINIT
    messages, to consume up to 128MB per connection.

  - A flaw exists in sshd due to improper validation of
    address ranges by the AllowUser and DenyUsers
    directives at configuration load time. A local attacker
    can exploit this, via an invalid CIDR address range, to
    gain access to restricted areas.

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to OpenSSH version 7.4 or later.","http://www.openssh.com/txt/release-7.4","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 7.4
"
"96151","CVE-2016-10010","7.5","High","192.168.1.24","tcp","22","OpenSSH < 7.4 Multiple Vulnerabilities","The SSH server running on the remote host is affected by multiple
vulnerabilities.","According to its banner, the version of OpenSSH running on the remote
host is prior to 7.4. It is, therefore, affected by multiple
vulnerabilities :

  - A flaw exists in ssh-agent due to loading PKCS#11
    modules from paths that are outside a trusted whitelist.
    A local attacker can exploit this, by using a crafted
    request to load hostile modules via agent forwarding, to
    execute arbitrary code. To exploit this vulnerability,
    the attacker would need to control the forwarded
    agent-socket (on the host running the sshd server) and
    the ability to write to the file system of the host
    running ssh-agent. (CVE-2016-10009)

  - A flaw exists in sshd due to creating forwarded
    Unix-domain sockets with 'root' privileges whenever
    privilege separation is disabled. A local attacker can
    exploit this to gain elevated privileges.
    (CVE-2016-10010)

  - An information disclosure vulnerability exists in sshd
    within the realloc() function due leakage of key
    material to privilege-separated child processes when
    reading keys. A local attacker can possibly exploit this
    to disclose sensitive key material. Note that no such
    leak has been observed in practice for normal-sized
    keys, nor does a leak to the child processes directly
    expose key material to unprivileged users.
    (CVE-2016-10011)

  - A flaw exists in sshd within the shared memory manager
    used by pre-authenticating compression support due to a
    bounds check being elided by some optimizing compilers
    and due to the memory manager being incorrectly
    accessible when pre-authenticating compression is
    disabled. A local attacker can exploit this to gain
    elevated privileges. (CVE-2016-10012)

  - A denial of service vulnerability exists in sshd when
    handling KEXINIT messages. An unauthenticated, remote
    attacker can exploit this, by sending multiple KEXINIT
    messages, to consume up to 128MB per connection.

  - A flaw exists in sshd due to improper validation of
    address ranges by the AllowUser and DenyUsers
    directives at configuration load time. A local attacker
    can exploit this, via an invalid CIDR address range, to
    gain access to restricted areas.

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to OpenSSH version 7.4 or later.","http://www.openssh.com/txt/release-7.4","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 7.4
"
"96151","CVE-2016-10011","7.5","High","192.168.1.24","tcp","22","OpenSSH < 7.4 Multiple Vulnerabilities","The SSH server running on the remote host is affected by multiple
vulnerabilities.","According to its banner, the version of OpenSSH running on the remote
host is prior to 7.4. It is, therefore, affected by multiple
vulnerabilities :

  - A flaw exists in ssh-agent due to loading PKCS#11
    modules from paths that are outside a trusted whitelist.
    A local attacker can exploit this, by using a crafted
    request to load hostile modules via agent forwarding, to
    execute arbitrary code. To exploit this vulnerability,
    the attacker would need to control the forwarded
    agent-socket (on the host running the sshd server) and
    the ability to write to the file system of the host
    running ssh-agent. (CVE-2016-10009)

  - A flaw exists in sshd due to creating forwarded
    Unix-domain sockets with 'root' privileges whenever
    privilege separation is disabled. A local attacker can
    exploit this to gain elevated privileges.
    (CVE-2016-10010)

  - An information disclosure vulnerability exists in sshd
    within the realloc() function due leakage of key
    material to privilege-separated child processes when
    reading keys. A local attacker can possibly exploit this
    to disclose sensitive key material. Note that no such
    leak has been observed in practice for normal-sized
    keys, nor does a leak to the child processes directly
    expose key material to unprivileged users.
    (CVE-2016-10011)

  - A flaw exists in sshd within the shared memory manager
    used by pre-authenticating compression support due to a
    bounds check being elided by some optimizing compilers
    and due to the memory manager being incorrectly
    accessible when pre-authenticating compression is
    disabled. A local attacker can exploit this to gain
    elevated privileges. (CVE-2016-10012)

  - A denial of service vulnerability exists in sshd when
    handling KEXINIT messages. An unauthenticated, remote
    attacker can exploit this, by sending multiple KEXINIT
    messages, to consume up to 128MB per connection.

  - A flaw exists in sshd due to improper validation of
    address ranges by the AllowUser and DenyUsers
    directives at configuration load time. A local attacker
    can exploit this, via an invalid CIDR address range, to
    gain access to restricted areas.

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to OpenSSH version 7.4 or later.","http://www.openssh.com/txt/release-7.4","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 7.4
"
"96151","CVE-2016-10012","7.5","High","192.168.1.24","tcp","22","OpenSSH < 7.4 Multiple Vulnerabilities","The SSH server running on the remote host is affected by multiple
vulnerabilities.","According to its banner, the version of OpenSSH running on the remote
host is prior to 7.4. It is, therefore, affected by multiple
vulnerabilities :

  - A flaw exists in ssh-agent due to loading PKCS#11
    modules from paths that are outside a trusted whitelist.
    A local attacker can exploit this, by using a crafted
    request to load hostile modules via agent forwarding, to
    execute arbitrary code. To exploit this vulnerability,
    the attacker would need to control the forwarded
    agent-socket (on the host running the sshd server) and
    the ability to write to the file system of the host
    running ssh-agent. (CVE-2016-10009)

  - A flaw exists in sshd due to creating forwarded
    Unix-domain sockets with 'root' privileges whenever
    privilege separation is disabled. A local attacker can
    exploit this to gain elevated privileges.
    (CVE-2016-10010)

  - An information disclosure vulnerability exists in sshd
    within the realloc() function due leakage of key
    material to privilege-separated child processes when
    reading keys. A local attacker can possibly exploit this
    to disclose sensitive key material. Note that no such
    leak has been observed in practice for normal-sized
    keys, nor does a leak to the child processes directly
    expose key material to unprivileged users.
    (CVE-2016-10011)

  - A flaw exists in sshd within the shared memory manager
    used by pre-authenticating compression support due to a
    bounds check being elided by some optimizing compilers
    and due to the memory manager being incorrectly
    accessible when pre-authenticating compression is
    disabled. A local attacker can exploit this to gain
    elevated privileges. (CVE-2016-10012)

  - A denial of service vulnerability exists in sshd when
    handling KEXINIT messages. An unauthenticated, remote
    attacker can exploit this, by sending multiple KEXINIT
    messages, to consume up to 128MB per connection.

  - A flaw exists in sshd due to improper validation of
    address ranges by the AllowUser and DenyUsers
    directives at configuration load time. A local attacker
    can exploit this, via an invalid CIDR address range, to
    gain access to restricted areas.

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to OpenSSH version 7.4 or later.","http://www.openssh.com/txt/release-7.4","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 7.4
"
"96151","CVE-2016-10708","7.5","High","192.168.1.24","tcp","22","OpenSSH < 7.4 Multiple Vulnerabilities","The SSH server running on the remote host is affected by multiple
vulnerabilities.","According to its banner, the version of OpenSSH running on the remote
host is prior to 7.4. It is, therefore, affected by multiple
vulnerabilities :

  - A flaw exists in ssh-agent due to loading PKCS#11
    modules from paths that are outside a trusted whitelist.
    A local attacker can exploit this, by using a crafted
    request to load hostile modules via agent forwarding, to
    execute arbitrary code. To exploit this vulnerability,
    the attacker would need to control the forwarded
    agent-socket (on the host running the sshd server) and
    the ability to write to the file system of the host
    running ssh-agent. (CVE-2016-10009)

  - A flaw exists in sshd due to creating forwarded
    Unix-domain sockets with 'root' privileges whenever
    privilege separation is disabled. A local attacker can
    exploit this to gain elevated privileges.
    (CVE-2016-10010)

  - An information disclosure vulnerability exists in sshd
    within the realloc() function due leakage of key
    material to privilege-separated child processes when
    reading keys. A local attacker can possibly exploit this
    to disclose sensitive key material. Note that no such
    leak has been observed in practice for normal-sized
    keys, nor does a leak to the child processes directly
    expose key material to unprivileged users.
    (CVE-2016-10011)

  - A flaw exists in sshd within the shared memory manager
    used by pre-authenticating compression support due to a
    bounds check being elided by some optimizing compilers
    and due to the memory manager being incorrectly
    accessible when pre-authenticating compression is
    disabled. A local attacker can exploit this to gain
    elevated privileges. (CVE-2016-10012)

  - A denial of service vulnerability exists in sshd when
    handling KEXINIT messages. An unauthenticated, remote
    attacker can exploit this, by sending multiple KEXINIT
    messages, to consume up to 128MB per connection.

  - A flaw exists in sshd due to improper validation of
    address ranges by the AllowUser and DenyUsers
    directives at configuration load time. A local attacker
    can exploit this, via an invalid CIDR address range, to
    gain access to restricted areas.

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to OpenSSH version 7.4 or later.","http://www.openssh.com/txt/release-7.4","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 7.4
"
"99359","","5.0","Medium","192.168.1.24","tcp","22","OpenSSH < 7.5 ","The SSH server running on the remote host is affected by an 
information disclosure vulnerability.","According to its banner, the version of OpenSSH running on the remote
host is prior to 7.5. It is, therefore, affected by an information disclosure
vulnerability :

  - An unspecified timing flaw exists in the CBC padding
    oracle countermeasures, within the ssh and sshd
    functions, that allows an unauthenticated, remote
    attacker to disclose potentially sensitive information.
    Note that the OpenSSH client disables CBC ciphers by
    default. However, sshd offers them as lowest-preference
    options, which will be removed by default in a future
    release.

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to OpenSSH version 7.5 or later.","http://www.openssh.com/txt/release-7.5","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 7.5
"
"103781","CVE-2017-15906","5.0","Medium","192.168.1.24","tcp","22","OpenSSH < 7.6","The SSH server running on the remote host is affected by a 
file creation restriction bypass vulnerability.","According to its banner, the version of OpenSSH running on the remote
host is prior to 7.6. It is, therefore, affected by a file creation
restriction bypass vulnerability related to the 'process_open'
function in the file 'sftp-server.c' that allows authenticated users
to create zero-length files regardless of configuration.

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to OpenSSH version 7.6 or later.","http://www.nessus.org/u?09ca048b
http://www.nessus.org/u?96a8ea52
http://www.openssh.com/txt/release-7.6","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 7.6
"
